"Record ID",Date,Country,City,"Temperature (Â°C)","Humidity (%)","Precipitation (mm)","Air Quality Index (AQI)","Extreme Weather Events","Climate Classification",Climate_Zone,Biome_Type,Heat_Index,Wind_Speed,Wind_Direction,Season,Population_Exposure,Economic_Impact_Estimate,Infrastructure_Vulnerability_Score
aus_877,5/25/2024,Australia,Melbourne,21.9,22,97.8,441,None,Koeppen-D,Arid,Desert,23,16,SE,Spring,9401571,34129971.97,7
aus_878,5/26/2024,Australia,Melbourne,8,25,45.3,387,None,Koeppen-C,Arid,Tundra,9.2,13.2,W,Spring,2431595,30437296.51,7
aus_879,5/27/2024,Australia,Melbourne,18.6,92,100.3,442,None,Koeppen-A,Arid,Desert,23.2,27.9,N,Spring,2165450,20236325.89,7
aus_880,5/28/2024,Australia,Melbourne,-5.6,70,2.6,15,None,Koeppen-B,Arid,Tundra,-2.1,17.1,S,Spring,9139642,1256655.26,6
aus_881,5/29/2024,Australia,Melbourne,8,56,151,200,None,Koeppen-A,Arid,Desert,10.8,30.5,SE,Spring,5977947,15160233.86,6
aus_882,5/30/2024,Australia,Melbourne,38.2,33,172.6,458,None,Koeppen-B,Arid,Grassland,39.9,13.3,S,Spring,5625226,40737719.27,1
aus_883,5/31/2024,Australia,Melbourne,33.8,36,142.3,396,None,Koeppen-C,Arid,Grassland,35.6,9.8,E,Spring,7437212,11155244.87,7
aus_884,6/1/2024,Australia,Melbourne,44.7,92,149.7,492,None,Koeppen-D,Arid,Grassland,49.3,26.6,W,Summer,2424107,26983359.43,6
aus_885,6/2/2024,Australia,Melbourne,8.2,45,14.2,56,Hurricane,Koeppen-D,Arid,Wetland,10.4,19.6,SE,Summer,6270750,61339010.35,8
aus_886,6/3/2024,Australia,Melbourne,9.8,11,106.5,47,None,Koeppen-A,Arid,Wetland,10.4,7.2,NE,Summer,1828449,25047438.7,4
aus_887,6/4/2024,Australia,Melbourne,18.6,13,32.4,455,None,Koeppen-B,Arid,Desert,19.2,14.5,E,Summer,5465798,8765041.91,8
aus_888,6/5/2024,Australia,Melbourne,38.9,19,128.2,463,None,Koeppen-D,Arid,Forest,39.9,22.8,N,Summer,7238094,94810714.13,10
aus_889,6/6/2024,Australia,Melbourne,34.7,55,146.6,261,Flood,Koeppen-D,Arid,Forest,37.5,15.9,SE,Summer,610057,78698871.42,10
aus_890,6/7/2024,Australia,Melbourne,12.2,71,7.7,312,None,Koeppen-B,Arid,Grassland,15.8,18.7,NE,Summer,3618135,46753674.29,1
aus_891,6/8/2024,Australia,Melbourne,22,34,58.7,305,None,Koeppen-D,Arid,Grassland,23.7,26.5,N,Summer,59604,76738029.96,10
aus_892,6/9/2024,Australia,Melbourne,9.6,70,179.5,410,None,Koeppen-C,Arid,Grassland,13.1,0.8,N,Summer,9067592,15077129.22,10
aus_893,6/10/2024,Australia,Melbourne,34.4,74,40.1,124,None,Koeppen-C,Arid,Grassland,38.1,4.8,SW,Summer,4086929,62696694.75,3
aus_894,6/11/2024,Australia,Melbourne,-2,56,111.4,223,None,Koeppen-A,Arid,Tundra,0.8,24.3,N,Summer,1827325,44494169.93,6
aus_895,6/12/2024,Australia,Melbourne,3.5,81,145.3,15,None,Koeppen-C,Arid,Wetland,7.5,10.1,SW,Summer,591331,76400514.03,7
aus_896,6/13/2024,Australia,Melbourne,-6.5,12,95.8,324,None,Koeppen-A,Arid,Desert,-5.9,19.7,S,Summer,5021281,1583803.56,3
aus_897,6/14/2024,Australia,Melbourne,5.7,94,191.6,255,None,Koeppen-C,Arid,Wetland,10.4,32.7,NW,Summer,2445630,46104704.49,7
aus_898,6/15/2024,Australia,Melbourne,7.8,53,122.1,143,None,Koeppen-D,Arid,Desert,10.4,7.9,S,Summer,5313675,19938807.41,7
aus_899,6/16/2024,Australia,Melbourne,19.4,81,7.1,257,None,Koeppen-B,Arid,Desert,23.4,22,SW,Summer,4443279,64527866.21,9
aus_900,6/17/2024,Australia,Melbourne,9.6,47,168.5,425,None,Koeppen-C,Arid,Grassland,11.9,8.1,SW,Summer,2074144,56321833.17,2
aus_901,6/18/2024,Australia,Melbourne,-9.1,90,28.6,358,None,Koeppen-B,Arid,Forest,-4.6,18.1,W,Summer,5687236,66915491.49,6
aus_902,6/19/2024,Australia,Melbourne,44.9,80,193.3,413,None,Koeppen-D,Arid,Grassland,48.9,32.4,S,Summer,9347288,30447670.65,9
aus_903,6/20/2024,Australia,Melbourne,36,88,169.6,321,None,Koeppen-C,Arid,Forest,40.4,11.5,N,Summer,5545881,8832752.9,10
aus_904,6/21/2024,Australia,Melbourne,-3.1,100,70.6,224,Hurricane,Koeppen-A,Arid,Tundra,1.9,8,S,Summer,3850568,34190718.13,7
aus_905,6/22/2024,Australia,Melbourne,32,85,26.8,150,None,Koeppen-D,Arid,Wetland,36.2,35.6,SW,Summer,3380098,81012156.04,7
aus_906,6/23/2024,Australia,Melbourne,12.4,28,188,269,None,Koeppen-A,Arid,Grassland,13.8,26.8,NE,Summer,111748,27965842.16,3
aus_907,6/24/2024,Australia,Melbourne,4.4,69,178.8,390,None,Koeppen-A,Arid,Wetland,7.9,9.2,NW,Summer,9745697,50233008.31,10
aus_908,6/25/2024,Australia,Melbourne,44.4,18,148.9,81,None,Koeppen-D,Arid,Tundra,45.3,36.5,SW,Summer,4550354,87436223.64,2
aus_909,6/26/2024,Australia,Melbourne,28,91,72.2,248,Heatwave,Koeppen-B,Arid,Forest,32.5,35.7,N,Summer,3994833,26824802.47,10
aus_910,6/27/2024,Australia,Melbourne,3.8,72,7,406,None,Koeppen-C,Arid,Tundra,7.4,24.3,S,Summer,5325820,59887648.77,7
aus_911,6/28/2024,Australia,Melbourne,9.8,88,98.6,259,Hurricane,Koeppen-A,Arid,Desert,14.2,9.7,W,Summer,6688523,46700815.07,2
aus_912,6/29/2024,Australia,Melbourne,30.6,78,28.9,478,None,Koeppen-B,Arid,Desert,34.5,16.6,E,Summer,8399558,13187065.5,9
aus_913,6/30/2024,Australia,Melbourne,36.2,53,104.4,414,None,Koeppen-B,Arid,Forest,38.9,2.3,W,Summer,2069744,7392970.45,8
aus_914,7/1/2024,Australia,Melbourne,42.9,40,51,183,Hurricane,Koeppen-C,Arid,Grassland,44.9,19.4,NW,Summer,3657929,83711864.93,9
aus_915,7/2/2024,Australia,Melbourne,7.9,97,52.6,219,None,Koeppen-D,Arid,Desert,12.8,6,S,Summer,6940606,23510468.95,5
aus_916,7/3/2024,Australia,Melbourne,42.8,17,138.9,427,None,Koeppen-B,Arid,Forest,43.6,10.1,NE,Summer,5823453,67021758.5,3
aus_917,7/4/2024,Australia,Melbourne,26,47,73,261,Drought,Koeppen-B,Arid,Tundra,28.4,17,SW,Summer,9418234,93429919.85,7
aus_918,7/5/2024,Australia,Melbourne,7.4,10,6.3,434,None,Koeppen-C,Arid,Forest,7.9,34,S,Summer,2348234,46439999.65,5
aus_919,7/6/2024,Australia,Melbourne,16.2,61,70.7,274,Heatwave,Koeppen-D,Arid,Wetland,19.2,5.3,W,Summer,8602429,53519279.8,8
aus_920,7/7/2024,Australia,Melbourne,-3.6,99,122.2,474,None,Koeppen-B,Arid,Tundra,1.4,3.5,S,Summer,3275769,4725794.5,2
aus_921,7/8/2024,Australia,Melbourne,9.1,89,196.9,94,None,Koeppen-B,Arid,Grassland,13.6,28.4,N,Summer,6060858,13157987.41,4
aus_922,7/9/2024,Australia,Melbourne,24.7,29,109,223,None,Koeppen-D,Arid,Wetland,26.1,32.5,NW,Summer,7099243,75445536.45,6
aus_923,7/10/2024,Australia,Melbourne,32.3,19,83.6,168,None,Koeppen-B,Arid,Desert,33.2,11.9,NE,Summer,8999957,40182331.36,4
aus_924,7/11/2024,Australia,Melbourne,42.1,69,158.8,128,None,Koeppen-B,Arid,Forest,45.6,13.5,N,Summer,7268916,14180694.62,7
aus_925,7/12/2024,Australia,Melbourne,37.7,94,168.6,19,Flood,Koeppen-A,Arid,Desert,42.4,27.4,SE,Summer,68069,55332719.75,9
aus_926,7/13/2024,Australia,Melbourne,4,44,39.2,240,None,Koeppen-B,Arid,Tundra,6.2,24,SW,Summer,8982639,13828866.04,6
aus_927,7/14/2024,Australia,Melbourne,-8.6,66,46.7,228,None,Koeppen-D,Arid,Tundra,-5.3,2.4,S,Summer,3799051,14640419.59,8
aus_928,7/15/2024,Australia,Melbourne,39.7,34,87.5,473,None,Koeppen-C,Arid,Desert,41.4,36.9,NE,Summer,25019,7230921.11,3
aus_929,7/16/2024,Australia,Melbourne,34.5,62,84.5,99,None,Koeppen-B,Arid,Desert,37.6,26.9,SE,Summer,5460500,68925767.56,6
aus_930,7/17/2024,Australia,Melbourne,4.8,17,82.1,14,None,Koeppen-A,Arid,Grassland,5.7,2.5,NE,Summer,9291621,8929899.13,8
aus_931,7/18/2024,Australia,Melbourne,-4.8,36,20.3,342,None,Koeppen-A,Arid,Forest,-3,18.2,S,Summer,7926303,32109896.42,6
aus_932,7/19/2024,Australia,Melbourne,-3.6,21,192.7,423,None,Koeppen-B,Arid,Grassland,-2.5,8,W,Summer,8498210,89930639.88,1
aus_933,7/20/2024,Australia,Melbourne,12,68,36,91,None,Koeppen-B,Arid,Grassland,15.4,9.2,NW,Summer,6079361,24330480.6,1
aus_934,7/21/2024,Australia,Melbourne,-5.2,64,82,72,None,Koeppen-A,Arid,Forest,-2,0.5,SE,Summer,873250,94387482.03,10
aus_935,7/22/2024,Australia,Melbourne,40.2,79,27,146,None,Koeppen-B,Arid,Grassland,44.2,30.7,N,Summer,1849269,7605084.28,2
aus_936,7/23/2024,Australia,Melbourne,24.6,72,55,110,Flood,Koeppen-A,Arid,Tundra,28.2,25.9,N,Summer,6361745,31835880.21,7
aus_937,7/24/2024,Australia,Melbourne,-5.9,85,152.7,425,None,Koeppen-C,Arid,Forest,-1.7,18.9,E,Summer,5997718,73446744.73,4
aus_938,7/25/2024,Australia,Melbourne,35.5,72,186.6,58,None,Koeppen-B,Arid,Tundra,39.1,8.4,NW,Summer,361066,23661309.36,9
aus_939,7/26/2024,Australia,Melbourne,36,81,51.2,106,Hurricane,Koeppen-B,Arid,Tundra,40,7.8,NW,Summer,778096,20097106.35,3
aus_940,7/27/2024,Australia,Melbourne,0.2,20,66.6,141,None,Koeppen-A,Arid,Grassland,1.2,37.5,W,Summer,2534647,43800951.69,8
aus_941,7/28/2024,Australia,Melbourne,28.4,14,12.3,265,None,Koeppen-D,Arid,Tundra,29.1,10.1,S,Summer,1054603,71264245.1,4
aus_942,7/29/2024,Australia,Melbourne,5.3,28,120,326,None,Koeppen-A,Arid,Desert,6.7,31.6,N,Summer,1479063,15613535.43,10
aus_943,7/30/2024,Australia,Melbourne,4.8,56,126.2,340,None,Koeppen-A,Arid,Wetland,7.6,7.9,S,Summer,404531,29928784.87,3
aus_944,7/31/2024,Australia,Melbourne,-4.5,90,173.1,99,None,Koeppen-B,Arid,Forest,0,34,SW,Summer,8920744,66809498.89,6
aus_945,8/1/2024,Australia,Melbourne,22.7,41,59.9,337,Flood,Koeppen-D,Arid,Wetland,24.8,28.3,SW,Summer,1467677,63014155.31,8
aus_946,8/2/2024,Australia,Melbourne,25.2,16,58.1,81,None,Koeppen-D,Arid,Tundra,26,15.9,N,Summer,7245928,68120045,3
aus_947,8/3/2024,Australia,Melbourne,21.3,38,39.1,441,Hurricane,Koeppen-A,Arid,Wetland,23.2,20.8,N,Summer,1258489,18099086.44,5
aus_948,8/4/2024,Australia,Melbourne,16,58,181.2,120,None,Koeppen-D,Arid,Wetland,18.9,28.4,SE,Summer,1197549,79472068.65,3
aus_949,8/5/2024,Australia,Melbourne,-1.4,44,12.1,331,None,Koeppen-D,Arid,Forest,0.8,15.2,SE,Summer,2742533,68844249.58,6
aus_950,8/6/2024,Australia,Melbourne,3.8,62,78.6,348,None,Koeppen-C,Arid,Grassland,6.9,15.4,NW,Summer,621832,23707535.09,8
aus_951,8/7/2024,Australia,Melbourne,-7.4,99,194,215,Flood,Koeppen-D,Arid,Tundra,-2.5,5.1,W,Summer,9779696,89224198.05,3
aus_952,8/8/2024,Australia,Melbourne,24.2,27,196.7,236,None,Koeppen-B,Arid,Forest,25.6,32.2,NW,Summer,8154103,63336546.14,9
aus_953,8/9/2024,Australia,Melbourne,38.2,51,40.9,186,Drought,Koeppen-D,Arid,Tundra,40.8,15.6,W,Summer,8607540,2033330.66,3
aus_954,8/10/2024,Australia,Melbourne,8.3,100,145.4,300,Hurricane,Koeppen-C,Arid,Forest,13.3,5.5,W,Summer,5713413,5764749.14,9
aus_955,8/11/2024,Australia,Melbourne,33.2,60,32.5,299,None,Koeppen-B,Arid,Forest,36.2,25.5,N,Summer,6587025,7621177.22,6
aus_956,8/12/2024,Australia,Melbourne,-1.5,18,52.3,375,Flood,Koeppen-A,Arid,Forest,-0.6,23.2,SE,Summer,5309252,33155599.48,7
aus_957,8/13/2024,Australia,Melbourne,39.1,28,139.3,217,None,Koeppen-C,Arid,Forest,40.5,34.6,S,Summer,6081881,17770049.6,4
aus_958,8/14/2024,Australia,Melbourne,38.7,36,32.5,262,None,Koeppen-C,Arid,Forest,40.5,22.7,N,Summer,366392,70378282.97,1
aus_959,8/15/2024,Australia,Melbourne,-4.6,30,100.3,261,None,Koeppen-C,Arid,Wetland,-3.1,1.1,W,Summer,5863601,84057639.02,4
aus_960,8/16/2024,Australia,Melbourne,21.6,21,58.3,380,None,Koeppen-B,Arid,Desert,22.7,19.4,NE,Summer,1688154,64365854.94,5
aus_961,8/17/2024,Australia,Melbourne,33.9,28,192.6,232,None,Koeppen-C,Arid,Tundra,35.3,4.5,S,Summer,8739651,37291309.34,5
aus_962,8/18/2024,Australia,Melbourne,43.2,31,196.1,58,None,Koeppen-C,Arid,Forest,44.8,11.8,NE,Summer,7583707,3461959.96,8
aus_963,8/19/2024,Australia,Melbourne,41,92,57,224,None,Koeppen-D,Arid,Tundra,45.6,18.9,NW,Summer,1746267,98895980.9,6
aus_964,8/20/2024,Australia,Melbourne,11.9,79,157.6,39,Drought,Koeppen-C,Arid,Grassland,15.9,38.4,E,Summer,7528577,52916787.68,8
aus_965,8/21/2024,Australia,Melbourne,8.8,38,184.5,300,None,Koeppen-A,Arid,Tundra,10.7,14.5,S,Summer,8046631,14609336.48,2
aus_966,8/22/2024,Australia,Melbourne,40.2,21,142,202,Hurricane,Koeppen-A,Arid,Desert,41.2,36.7,NE,Summer,3730237,37300896.67,2
aus_967,8/23/2024,Australia,Melbourne,34.4,51,95.7,406,None,Koeppen-B,Arid,Forest,36.9,5.3,W,Summer,4158305,84544238.42,3
aus_968,8/24/2024,Australia,Melbourne,1.6,67,111.4,276,Flood,Koeppen-D,Arid,Forest,5,16.5,SE,Summer,3129872,20446753.78,1
aus_969,8/25/2024,Australia,Melbourne,33.9,41,143.8,362,Hurricane,Koeppen-C,Arid,Tundra,35.9,4.2,NE,Summer,9505665,77901437.3,4
aus_970,8/26/2024,Australia,Melbourne,35.8,32,106,151,None,Koeppen-B,Arid,Forest,37.4,2.8,NW,Summer,508466,21251832.04,7
aus_971,8/27/2024,Australia,Melbourne,38.6,96,171.5,167,None,Koeppen-B,Arid,Grassland,43.4,4.4,N,Summer,8437940,69389177.28,3
aus_972,8/28/2024,Australia,Melbourne,5.7,77,17.4,282,None,Koeppen-A,Arid,Forest,9.6,10.9,S,Summer,8030752,4619610.03,4
aus_973,8/29/2024,Australia,Melbourne,13.2,34,119,341,None,Koeppen-B,Arid,Grassland,14.9,9.9,E,Summer,1924018,65297177.66,5
aus_974,8/30/2024,Australia,Melbourne,14,39,68.7,133,None,Koeppen-B,Arid,Desert,15.9,8.1,E,Summer,8208179,2383698.63,2
aus_975,8/31/2024,Australia,Melbourne,16.7,93,46.2,376,None,Koeppen-D,Arid,Grassland,21.4,8.5,N,Summer,7611569,30426904.93,7
aus_976,9/1/2024,Australia,Melbourne,8,11,16.8,299,None,Koeppen-C,Arid,Forest,8.6,14.4,W,Autumn,9625200,76247210.13,3
aus_977,9/2/2024,Australia,Melbourne,31.6,24,104.1,67,None,Koeppen-B,Arid,Forest,32.8,6.7,N,Autumn,1910727,44157355.61,10
aus_978,9/3/2024,Australia,Melbourne,35.2,99,1.6,476,None,Koeppen-D,Arid,Desert,40.2,29.6,SW,Autumn,4526970,89957686.91,4
aus_979,9/4/2024,Australia,Melbourne,12.4,69,148,404,Heatwave,Koeppen-A,Arid,Desert,15.9,34.1,W,Autumn,6522701,74305560.56,10
aus_980,9/5/2024,Australia,Melbourne,-5.1,94,101.5,414,None,Koeppen-A,Arid,Tundra,-0.4,21.2,NE,Autumn,8570855,23594432.43,9
aus_981,9/6/2024,Australia,Melbourne,15.4,93,159.7,29,None,Koeppen-B,Arid,Wetland,20.1,24.7,NE,Autumn,165729,23714127.08,9
aus_982,9/7/2024,Australia,Melbourne,35.3,61,88.3,476,None,Koeppen-B,Arid,Grassland,38.3,36.2,SW,Autumn,7199452,87949093.26,6
aus_983,9/8/2024,Australia,Melbourne,-3.7,59,74.1,408,None,Koeppen-D,Arid,Desert,-0.8,12.7,W,Autumn,5487874,14202654.54,10
aus_984,9/9/2024,Australia,Melbourne,36.9,13,184.1,456,None,Koeppen-B,Arid,Tundra,37.5,7.2,N,Autumn,9180046,18535897.55,2
aus_985,9/10/2024,Australia,Melbourne,-2.2,55,173.6,91,Hurricane,Koeppen-D,Arid,Grassland,0.5,11.4,SW,Autumn,8740716,14764074.07,9
aus_986,9/11/2024,Australia,Melbourne,15.7,71,139.2,199,None,Koeppen-C,Arid,Tundra,19.2,2.5,N,Autumn,9570205,24597522.1,9
aus_987,9/12/2024,Australia,Melbourne,13.7,75,38.3,76,Hurricane,Koeppen-A,Arid,Desert,17.4,27.7,W,Autumn,6541875,23765263.07,2
aus_988,9/13/2024,Australia,Melbourne,4.2,15,144.2,90,Drought,Koeppen-A,Arid,Tundra,5,10.4,NE,Autumn,8116868,78377757.09,3
aus_989,9/14/2024,Australia,Melbourne,-9,52,76.8,407,None,Koeppen-B,Arid,Tundra,-6.4,34.6,S,Autumn,2671275,47816510.67,9
aus_990,9/15/2024,Australia,Melbourne,26.4,87,150,259,Hurricane,Koeppen-A,Arid,Tundra,30.8,21.7,SE,Autumn,2046895,91757806.66,4
aus_991,9/16/2024,Australia,Melbourne,5.1,57,174.3,11,None,Koeppen-B,Arid,Forest,7.9,19.4,SW,Autumn,2687909,68937272.46,4
aus_992,9/17/2024,Australia,Melbourne,4.9,87,187.2,356,None,Koeppen-D,Arid,Forest,9.2,23.3,NW,Autumn,4300013,1240748.23,8
aus_993,9/18/2024,Australia,Melbourne,17.1,64,6.4,326,None,Koeppen-A,Arid,Grassland,20.3,29.6,SE,Autumn,4141672,37776764.84,10
aus_994,9/19/2024,Australia,Melbourne,13.6,18,174.2,301,None,Koeppen-B,Arid,Desert,14.5,2.6,S,Autumn,3368232,87595724.97,4
aus_995,9/20/2024,Australia,Melbourne,6.2,43,1.2,295,None,Koeppen-A,Arid,Tundra,8.3,17.7,S,Autumn,6668559,68216345.42,1
aus_996,9/21/2024,Australia,Melbourne,-4.7,63,106.6,70,Drought,Koeppen-A,Arid,Desert,-1.5,7.6,S,Autumn,1618177,94975034.57,10
aus_997,9/22/2024,Australia,Melbourne,9.4,14,100.3,190,None,Koeppen-C,Arid,Wetland,10.1,35.4,N,Autumn,1961379,70645605.7,10
aus_998,9/23/2024,Australia,Melbourne,3.8,53,164.8,130,Flood,Koeppen-B,Arid,Forest,6.5,23.3,N,Autumn,9217898,12410281.37,5
aus_999,9/24/2024,Australia,Melbourne,16,55,199.7,119,None,Koeppen-D,Arid,Wetland,18.8,34.6,SW,Autumn,7727806,95182810.71,6
